symbol,price,daily_change_pct,rsi,ema_20,ema_50,ema_200,volume_ratio,support,resistance,entry_low,entry_high,stop_loss,target_1,target_2,target_3,risk_reward_to_target1,score,signal,breakout
POWERGRID,265.8,-1.23,43.36,268.31,274.31,283.92,0.68,261.7,275.95,265.63,265.8,258.65,276.52,283.67,290.82,1.5,1.0,AVOID,False
PREMIERENE,957.6,-1.7,35.36,999.35,1016.77,990.05,0.26,950.1,1072.4,957.6,957.6,918.79,1015.82,1054.64,1093.45,1.5,1.0,AVOID,False
PRESTIGE,1445.0,-3.54,31.33,1565.04,1575.47,1531.5,0.47,1439.7,1651.3,1445.0,1445.0,1367.5,1561.24,1638.74,1716.23,1.5,1.0,AVOID,False
RVNL,202.25,-1.29,29.38,213.12,223.4,265.59,0.55,202.0,231.38,202.25,202.25,194.73,213.53,221.06,228.58,1.5,1.0,AVOID,False
RELIANCE,1256.6,-0.07,36.89,1292.21,1302.54,1353.44,0.7,1249.2,1333.0,1256.6,1256.6,1226.09,1302.37,1332.88,1363.39,1.5,1.0,AVOID,False
SBILIFE,1666.9,-1.06,32.13,1737.36,1779.35,1847.42,0.44,1661.7,1801.7,1666.9,1666.9,1616.6,1742.35,1792.65,1842.95,1.5,1.0,AVOID,False
SRF,2484.0,0.06,32.44,2561.88,2615.3,2708.81,0.36,2457.1,2648.0,2484.0,2484.0,2414.07,2588.89,2658.82,2728.75,1.5,1.0,AVOID,False
ENRIN,3094.8,-2.72,35.04,3239.79,3322.58,3244.07,0.41,3085.6,3639.0,3094.8,3094.8,2944.89,3319.67,3469.58,3619.49,1.5,1.0,AVOID,False
SBIN,980.2,-1.56,31.36,1022.5,1031.92,1014.47,0.74,979.0,1067.7,980.2,980.2,953.92,1019.62,1045.9,1072.18,1.5,1.0,AVOID,False
TATACONSUM,997.1,0.62,32.67,1027.51,1060.18,1106.98,1.03,986.0,1079.1,997.1,997.1,970.55,1036.93,1063.48,1090.04,1.5,1.0,AVOID,False
TATAPOWER,366.95,0.63,47.83,367.11,374.51,386.91,0.46,347.0,382.05,352.2,366.95,343.53,402.08,425.5,448.92,1.5,1.0,AVOID,False
TATASTEEL,183.39,0.21,44.62,185.63,187.91,190.28,0.74,180.79,190.26,183.39,183.39,176.55,193.64,200.48,207.32,1.5,1.0,AVOID,False
TRENT,2778.3,-0.86,33.81,2861.88,2909.15,3176.54,0.47,2757.5,2980.4,2778.3,2778.3,2692.92,2906.37,2991.75,3077.12,1.5,1.0,AVOID,False
TIINDIA,2553.2,-2.03,29.8,2734.03,2815.06,2880.5,0.23,2552.5,2989.0,2553.2,2553.2,2441.21,2721.19,2833.19,2945.18,1.5,1.0,AVOID,False
VBL,413.15,-0.8,42.47,418.11,438.93,464.05,0.22,396.2,447.9,402.14,413.15,392.24,444.52,465.43,486.34,1.5,1.0,AVOID,False
VEDL,257.3,-2.43,37.16,270.73,283.17,403.99,0.48,256.5,291.0,257.3,257.3,245.61,274.84,286.53,298.22,1.5,1.0,AVOID,False
VMM,101.0,-0.7,36.62,105.66,108.86,119.3,0.31,100.44,115.4,101.0,101.0,96.63,107.55,111.92,116.29,1.5,1.0,AVOID,False
WAAREEENER,2582.6,-1.62,42.02,2619.08,2706.28,2955.21,1.03,2515.1,2727.0,2552.83,2582.6,2489.95,2721.58,2814.23,2906.88,1.5,1.0,AVOID,False
HINDUNILVR,1962.3,1.83,40.13,1993.19,2052.72,2207.71,0.79,1926.2,2076.0,1955.09,1962.3,1906.94,2045.34,2100.71,2156.07,1.5,0.5,AVOID,False
WIPRO,170.44,1.82,39.5,175.04,179.01,200.42,1.01,165.16,184.5,167.64,170.44,163.51,180.84,187.77,194.7,1.5,0.5,AVOID,False
DMART,3722.8,0.94,36.87,3807.8,3917.62,4085.75,0.5,3650.0,4070.0,3704.75,3722.8,3608.03,3894.96,4009.74,4124.51,1.5,0.0,AVOID,False
AXISBANK,1233.9,-0.97,44.02,1250.6,1261.82,1264.02,0.74,1213.6,1300.0,1231.8,1233.9,1199.22,1285.92,1320.6,1355.27,1.5,0.0,AVOID,False
BPCL,304.15,-0.11,38.21,311.65,312.68,319.22,0.48,296.0,326.35,300.44,304.15,293.04,320.81,331.92,343.03,1.5,0.0,AVOID,False
HDFCAMC,2408.4,0.19,34.79,2507.52,2556.65,2630.66,0.39,2366.1,2698.0,2401.59,2408.4,2323.26,2536.11,2621.24,2706.38,1.5,0.0,AVOID,False
HDFCLIFE,523.6,-1.21,41.07,536.1,548.29,617.74,0.79,508.7,563.5,516.33,523.6,503.61,553.58,573.57,593.55,1.5,0.0,AVOID,False
HINDPETRO,348.9,-0.88,32.82,361.72,373.84,394.11,0.38,340.1,381.7,345.2,348.9,336.65,367.28,379.54,391.79,1.5,0.0,AVOID,False
ITC,260.8,0.37,37.9,265.95,274.04,309.65,0.55,255.5,273.95,259.33,260.8,252.94,272.58,280.44,288.29,1.5,0.0,AVOID,False
MANKIND,2283.2,0.14,38.06,2349.62,2397.22,2368.69,0.7,2222.0,2423.9,2255.33,2283.2,2199.78,2408.33,2491.75,2575.17,1.5,0.0,AVOID,False
PIIND,2249.3,-0.43,25.73,2424.98,2545.84,2896.07,0.52,2191.0,2545.0,2223.86,2249.3,2157.23,2387.41,2479.48,2571.55,1.5,0.0,AVOID,False
VOLTAS,1161.5,-0.3,36.52,1194.72,1242.84,1323.57,0.35,1131.4,1272.0,1148.37,1161.5,1119.62,1224.31,1266.19,1308.06,1.5,0.0,AVOID,False
